restaurant_id,restaurant_name,online_orders,dine_in_orders,total_orders
11379,New Ambur Hot Dum Biriyani,1,0,1
6859,NightOwl,1,0,1
7193,Shawarma King Restaurant,1,0,1
1837,Bake and Juice,1,0,1
4162,Ganesh Bhavan,1,0,1
9043,Big Chicken,1,0,1
8624,Faasos,1,0,1
8155,The Cake Mart,1,0,1
4706,Crunchie Corner,1,0,1
231,Cake Yard,1,0,1
3081,Kanti Sweets,1,0,1
7850,Nature's Nectar,1,0,1
6548,Nainital North Indian Restaurant,1,0,1
6679,OrganicFeast,1,0,1
8314,Tosco,1,0,1
2372,Dad's Cookhouse,1,0,1
9787,Kebab Ganj,1,0,1
5300,99 Variety Dosa and Pav Bhaji,1,0,1
10110,New Shanthi Sagar,1,0,1
3387,Benjarong,1,0,1
11091,Baskin Robbins,1,0,1
2129,Thiruvithamkoor Restaurant,1,0,1
1730,Lassi Shop,1,0,1
1419,Daily Bread,1,0,1
8612,Vinny's,1,0,1
1123,Ruh's Cafe,1,0,1
839,Matka,1,0,1
11477,The Krishna Grand,1,0,1
4485,Hunger Stop,1,0,1
24,CAFE NOVA,1,0,1
12400,Black Pagoda,1,0,1
3602,Drunken Monkey,1,0,1
5022,KFC,1,0,1
7277,Mummy's Kitchen,1,0,1
2933,Cafe Kaara,1,0,1
166,Kanti Sweets,1,0,1
9587,De Grand,1,0,1
192,Udupi Ruchi,1,0,1
5420,Laziz Pizza,1,0,1
7980,Raenss Cafe,1,0,1
2643,La-Pizza,1,0,1
3994,Frozen Bottle,1,0,1
4668,Rajwada Food,1,0,1
3765,Lotus Royal Cuisine,1,0,1
3739,Chaithanya Delicacy,1,0,1
7267,Jai Mataji Farshan & Sweets,1,0,1
670,Al-Bek,1,0,1
5251,Just Shawarma,1,0,1
4490,Kidilum,1,0,1
12373,Desi Bytes,1,0,1
12227,Vikky's Rasoi,1,0,1
913,Punjabi Corner,1,0,1
12038,Meat And Eat,1,0,1
6540,Kaaram,1,0,1
3973,Fish Chain,1,0,1
3312,Happy Fillings,1,0,1
3907,Kava Kitchen & Bar - Fairfield by Marriott,1,0,1
3158,Cookie Man,1,0,1
2743,Hyderabadi Biryani Hub,1,0,1
10346,Roll Over,1,0,1
10964,Desi Vibes,1,0,1
9140,Baskin Robbins,1,0,1
10236,Halli Donne Biryani Nati Style,1,0,1
8025,Donne Biriyani Mane,1,0,1
3192,Munchies,1,0,1
12108,Delhi Mahal,1,0,1
402,Janahaar,1,0,1
8255,Saka Eatery Outlet,1,0,1
10421,Puff Cafe,1,0,1
5545,Oldtown Dilli,1,0,1
3118,Taco Bell,1,0,1
2111,Cafe Olive,1,0,1
5393,Desi Flavours,1,0,1
11395,Belly Doze,1,0,1
329,Little Cafe,1,0,1
10482,New Prashanth Hotel,1,0,1
4306,Ashirvad Veg,1,0,1
8060,Momo Rice Noodles,1,0,1
9061,Despiwich Dragon's Kitchen,1,0,1
1351,Earth Plate Express,1,0,1
9890,Primal,1,0,1
1527,Polar Bear,1,0,1
8284,Dine @ 9 Paratha Corner,1,0,1
11276,A2B - Adyar Ananda Bhavan,1,0,1
10989,Crunch Pizzas,1,0,1
2978,Mudpipe Cafe,1,0,1
10407,A2B - Adyar Ananda Bhavan,1,0,1
299,Firangi Bake,1,0,1
379,Chung's Chinese Corner,1,0,1
3316,Oye Amritsar,1,0,1
9935,Dhang Ka Khana,1,0,1
7214,Sri Sagar,1,0,1
6345,McDonald's,1,0,1
8137,Mood For Food,1,0,1
744,KFC,1,0,1
5543,Mimansa @ Foxtrot,1,0,1
10266,Food & Friends,1,0,1
4980,Kannur Food Point,1,0,1
5512,Grills And Tandoor,1,0,1
78,Kadalu Sea Food Restaurant,1,0,1
1181,Juice Junction,1,0,1
7088,Enroute,1,0,1
12402,Food Dig,1,0,1
5729,Adithya Family Restaurant,1,0,1
7908,Barbeque Delight,1,0,1
4977,Sardarji Londonwaley,1,0,1
5273,Bonum cibum,1,0,1
5017,Madeena Hotel,1,0,1
6644,Tuba Rolls & Snacks,1,0,1
10208,Pizza Hut,1,0,1
2882,Puran da Dhaba - The Pride Hotel,1,0,1
11256,Rotti Mane,1,0,1
2185,Sri Vishnu Grand,1,0,1
9032,Sweet Truth,1,0,1
4068,Warm Oven,1,0,1
201,Dal Tadkaa,1,0,1
11942,Five Star Chicken,1,0,1
12240,Punjabi Kitchen,1,0,1
9173,Hongkong Noodles,1,0,1
576,New Prashanth Hotel,1,0,1
10420,Srushti Coffee,1,0,1
344,Drunken Monkey,1,0,1
3348,New Prashanth Hotel,1,0,1
1666,Owl's Kitchen,1,0,1
2199,Pizza Hut,1,0,1
6142,Faasos,1,0,1
8236,Just Bake,1,0,1
10669,Cream House,1,0,1
11217,Natural Veg,1,0,1
9586,Al Barack Cafetaria,1,0,1
5009,Punjabi Nawabi,1,0,1
4042,InnerChef,1,0,1
991,Waffle Stories,1,0,1
8568,Head O State,1,0,1
511,Sri Laxmi Venkateshwara Coffee Bar,1,0,1
5482,Snow'ora,1,0,1
970,The Foodyz,1,0,1
1043,Stoned Monkey,1,0,1
10923,Laziz,1,0,1
7798,Chaat Street,1,0,1
6518,Lassi Corner,1,0,1
9702,Cafe Coffee Day,1,0,1
2467,Up Shawarma,1,0,1
7159,Ambur Dum Biriyani,1,0,1
7724,Just Bake,1,0,1
2356,Ramji Chaiwale,1,0,1
2232,Meghana Biryani,1,0,1
12288,Frosting Flavours,1,0,1
2167,Mojo Pizza - 2X Toppings,1,0,1
11248,The Real Mexican,1,0,1
7552,Idli & Dosa Cafe,1,0,1
10783,Mysore Hanumanthu Palav,1,0,1
4067,The Waffcake Legacy,1,0,1
10790,Aastha Bengali Mess,1,0,1
2342,Shri Vishnu Grand,1,0,1
6447,Keys Cafe - Keys Hotel,1,0,1
3092,Hotel Ramprasad,1,0,1
6913,SV Crispy Chicken,1,0,1
11347,Durga Mess,1,0,1
3275,Coastal Delight,1,0,1
3285,OCEA HOTEL,1,0,1
4276,Tall Blonde French,1,0,1
4814,Subway,1,0,1
8023,Kunda Biryani,1,0,1
4844,Thalassery Restaurant,1,0,1
5544,Biriyaniz,1,0,1
9136,Curries & Chillies,1,0,1
7677,OMY Grill,1,0,1
261,Samskruti - Sanman Gardenia,1,0,1
1847,Miss Momo,1,0,1
1793,Marzipan @ The Bohemian House,1,0,1
8135,Anjappar,1,0,1
2029,Naidu Military Hotel,1,0,1
5238,Maa Bhook Lagi,1,0,1
8014,XO Belgian Waffle,1,0,1
3017,KC Das,1,0,1
10851,Chai Point,1,0,1
4248,Bobacha,1,0,1
10716,Veg By Nature,1,0,1
10499,Pavilion Restaurant,1,0,1
10357,Sri Ganesh Fruit Juice Centre,1,0,1
11771,Gulbarga Refreshment,1,0,1
313,Fudge,1,0,1
6594,Bawarchi Restaurant,1,0,1
801,Agarwal Food Service,1,0,1
4965,Tella Tales,1,0,1
11265,Goli Vada Pav No. 1,1,0,1
7470,Chaai Resto,1,0,1
1898,Heritage Cafe,1,0,1
11538,Nandanavanam,1,0,1
7778,KafeKombos,1,0,1
4827,Dilli Darbar,1,0,1
4215,Nagas,1,0,1
8654,J's Pastas and Pizzas,1,0,1
8374,Ginseng - Royal Orchid Hotel,1,0,1
3235,Cafe Braqa,1,0,1
3965,Polar Bear,1,0,1
11005,Artinci Artisanal Ice Cream,1,0,1
6730,Just Bake,1,0,1
11776,New Udupi Grand,1,0,1
3885,Cookie Man,1,0,1
3255,Ujwal Restaurant,1,0,1
11132,Pizza Hut,1,0,1
8897,Campus Juice Corner,1,0,1
1888,Siddique Kabab Centre,1,0,1
10731,Hotel Vaishali,1,0,1
1640,Kabab Mehal,1,0,1
7721,Chef Baker's,1,0,1
6988,The Kitchen,1,0,1
11426,Star Food County,1,0,1
6919,Nivaan's Kitchen,1,0,1
8150,Crispy Fried Chicken,1,0,1
5024,Mojo Pizza - 2X Toppings,1,0,1
4314,Facebake,1,0,1
9190,T-hut Cafe,1,0,1
7352,Bada Bing Burgers,1,0,1
4524,Golden Rice,1,0,1
3770,Soul City,1,0,1
12389,Srinidhi Sagar,1,0,1
207,C Corner,1,0,1
8992,North Indian Bhukkads,1,0,1
4380,Traffic Jam,1,0,1
11129,Kofabell,1,0,1
7522,Ziyan's Cafe 27th,1,0,1
11554,Srinidhi Hotel,1,0,1
11948,Reddy Hotel,1,0,1
11534,Breakstation,1,0,1
10410,Mumbai Spice,1,0,1
7375,New Musthafa's Kabab,1,0,1
8482,CakeWalk,1,0,1
6765,Food Club Restaurant,1,0,1
6610,Cafe Coffee Day,1,0,1
223,Biggies Burger 'n' More,1,0,1
10520,Kudla - Coraltree,1,0,1
8587,Subway,1,0,1
6600,Nandanam Restaurant,1,0,1
7591,Ammi's Biryani,1,0,1
9625,Vijayalakshmi Veg,1,0,1
4272,Cake Dilim,1,0,1
8422,Bhikaram Chandmal Bhujiawala,1,0,1
5367,Attic Lounge,1,0,1
4108,Stonelicious,1,0,1
7157,Hot 'N' Fresh,1,0,1
8982,New Krishna Sagar,1,0,1
9939,The Salt Grill - Hilton Bangalore Embassy Golflinks,1,0,1
12422,Chung Wah,1,0,1
4484,Desi Doze,1,0,1
2765,Hokey Pokey Ice Creams,1,0,1
8973,Leon's Take Away,1,0,1
9029,Facebake,1,0,1
6403,Debby's Kitchen,1,0,1
5418,Tenzin Kitchen,1,0,1
11807,Tango,1,0,1
2835,Nanda's,1,0,1
4569,Southern Spice,1,0,1
658,Capsicum Family Restaurant,1,0,1
57,XO Belgian Waffle,1,0,1
7296,Vanas,1,0,1
5240,Fillers,1,0,1
2890,Cafe Treat - The Pride Hotel,1,0,1
3693,Sriracha,1,0,1
7337,Konfection Konnection,1,0,1
10160,HighTeaParty Cafe,1,0,1
1485,Thirsty Tiger,1,0,1
2306,Tarbouche,1,0,1
3000,Punjabi Dhaba,1,0,1
8934,Starbucks,1,0,1
1746,Wat-a-Burger!,1,0,1
1919,Big Bites,1,0,1
8041,Rannaghar,1,0,1
7622,The Little Chef,1,0,1
4707,Namak Swad Anusaar,1,0,1
2627,PiÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂ±ata,1,0,1
10272,The Fast Food,1,0,1
2830,Purani Dilli By Anand Sweets,1,0,1
3064,Imperial Restaurant,1,0,1
9098,My Little China,1,0,1
11649,Lassi Corner,1,0,1
994,Waffle Walle,1,0,1
10277,Cafe Coffee Day,1,0,1
3140,Chichaba's Taj,1,0,1
12096,Prathika Annapurna Grand,1,0,1
7064,Hotel Amulya,1,0,1
9915,Shahi Dasterkhwan,1,0,1
7564,56 Bhoga Sweets,1,0,1
6691,Foodie Nation,1,0,1
9908,Five Star Chicken,1,0,1
627,Smoor,1,0,1
10062,Jodhpur Sweets,1,0,1
2510,The Vape,1,0,1
1423,Eten,1,0,1
11784,Ganga Sagar,1,0,1
9037,Wangs Kitchen,1,0,1
138,Swaada Healthy Kitchen,1,0,1
574,Sandwichwallas,1,0,1
2479,Baskin Robbins,1,0,1
11921,Cranganore House,1,0,1
3668,Karavalli - The Gateway Hotel,1,0,1
11047,SGS Non Veg - Gundu Pulav,1,0,1
7431,New Kadai,1,0,1
40,Havyaka Mess,1,0,1
8882,Five Star Chicken,1,0,1
11318,Twist N Roll,1,0,1
399,Juice Junction Food Court,1,0,1
10927,Tintin Da Dhaba,1,0,1
8405,Calcutta Victoria Chat House,1,0,1
10694,A2B - Adyar Ananda Bhavan,1,0,1
5817,Mealsbaba,1,0,1
3748,Ottimo - ITC Gardenia,1,0,1
11037,Desi Chinese,1,0,1
7959,Spoonful Of Sugar,1,0,1
819,B.M.W Bhookh Mitaane Wala,1,0,1
4599,Kaayal,1,0,1
9139,Oye Hoye,1,0,1
11404,Royal Beans,1,0,1
1595,Pathaan Sir,1,0,1
10809,Soundarya Military Hotel,1,0,1
497,Iyer's Tiffin Centre,1,0,1
11333,Jeet Punjabi Tadka,1,0,1
7432,WOW! Momo,1,0,1
11633,Sultan's Restaurant,1,0,1
2892,Mint Masala,1,0,1
746,Upahara Bhavan,1,0,1
8614,Quench Bar,1,0,1
503,Beijing Bites,1,0,1
3056,Keventers,1,0,1
5068,Nammura Donne Biriyani,1,0,1
5160,EggFactor - Street House,1,0,1
7755,Fine Dine Restaurant,1,0,1
12057,Baskin Robbins,1,0,1
5900,Namaste Kitchen,1,0,1
5480,Rashtrakutas,1,0,1
10186,New Oottupura Restaurant,1,0,1
10004,Al Manar,1,0,1
12356,Five Star Chicken,1,0,1
6713,McDonald's,1,0,1
9826,Mr. Meow's Hotdogs,1,0,1
224,Kollapuri's,1,0,1
9246,Hotel The Shack,1,0,1
2299,Parrattha Ssinghh,1,0,1
2751,Polar Bear,1,0,1
682,Nellore Bhojanam,1,0,1
6612,Just Shawarma,1,0,1
2537,Sri Sai Mango Tree Restaurant,1,0,1
5093,Polar Bear,1,0,1
5064,Sharma's Malai & Masala,1,0,1
9101,Sarah's,1,0,1
11254,The Hundred Food Journey,1,0,1
4130,Orchard Fresh,1,0,1
2636,Spice Garden by Dum Mast Biryani,1,0,1
11401,Food Feed Restaurant,1,0,1
709,Shiv Sai Hotel,1,0,1
9547,Food Star,1,0,1
773,Chicken County Grand,1,0,1
2463,Brimstone Cafe,1,0,1
2189,Behrouz Biryani,1,0,1
4540,Rolls Mania,1,0,1
6286,SLV Restaurant,1,0,1
12143,Hotel Greens,1,0,1
8377,Momo Corner,1,0,1
6634,Swathi Restaurant - The Vintage Inn,1,0,1
5906,Royal Treat,1,0,1
2651,Crunch Pizzas,1,0,1
6613,The Milkshake Theory,1,0,1
2568,Lovely Knights,1,0,1
9168,M.M.A Kabab Rolls & Biriyani Center,1,0,1
10084,The Green House Family Restaurant,1,0,1
4190,9D Foods,1,0,1
1247,Shiv Sagar,1,0,1
4771,Mad Over Donuts,1,0,1
1030,Intalia,1,0,1
205,Castle Rock,1,0,1
11641,Shree Mahalakshmi Sweets,1,0,1
5882,Ocean,1,0,1
6659,Halli Kitchen,1,0,1
11553,Bangalore Grill House,1,0,1
3029,KKR FOODIES,1,0,1
10936,Baba Bhature,1,0,1
12367,Madurai Idly Shop,1,0,1
3129,Firewood Biryani,1,0,1
9134,Regency Park,1,0,1
11097,Kwality Wall's Swirl's,1,0,1
251,Karavali Family Restaurant,1,0,1
12090,Taishty,1,0,1
8132,Lono,1,0,1
54,Banashankari Donne Biriyani,1,0,1
2198,Sri Udupi Park,1,0,1
3925,HIGH SKY,1,0,1
341,Lassi Shop,1,0,1
1081,Chicken Man,1,0,1
2161,Udupi Aatithya,1,0,1
3572,Funjabi,1,0,1
750,Jaganath Hotel and Restaurant,1,0,1
1911,Al-Madina Restaurant,1,0,1
4454,Cafe Petu,1,0,1
1696,36th Cross Coffee Mane,1,0,1
1741,Chetty's Corner,1,0,1
4072,Imperia Restaurant,1,0,1
8057,Sri Udupi Park,1,0,1
9961,Domino's Pizza,1,0,1
11237,Shri Udupi Cafe,1,0,1
2289,Shake It Off,1,0,1
1853,New Banashankari Donne Biryani,1,0,1
1274,Tandoor Hut,1,0,1
9772,Nanna Munna Paratha House,1,0,1
7065,90's Beer Cafe - Hotel Millennium Plaza,1,0,1
5089,Occasions,1,0,1
3717,Fort Kochi,1,0,1
10192,Chetty's Corner,1,0,1
11469,H3O,1,0,1
5081,Dwaraka Krishna,1,0,1
5120,1000 B.C,1,0,1
12168,New Andhra Chimney,1,0,1
2470,Health Zingo,1,0,1
9443,Creme Bliss,1,0,1
5910,Indian Coffee House & Restaurant,1,0,1
11826,Amantrana,1,0,1
10759,Chung Wah,1,0,1
10200,Savi Sagar,1,0,1
3471,Natural Ice Cream,1,0,1
6257,Drunken Monkey,1,0,1
10068,Ramji Chaiwale,1,0,1
7405,Gallops,1,0,1
5749,Imperial Restaurant,1,0,1
5834,The Himalayan,1,0,1
11904,Atithi Aharadhama,1,0,1
5665,New Farm Fresh,1,0,1
10348,Cafe Centralis,1,0,1
5224,Sukh Sagar,1,0,1
2772,BG's Poolside Bar & Grill,1,0,1
5051,Mad Over Donuts,1,0,1
11660,Donne Biriyani Mane,1,0,1
5060,Cream Stone,1,0,1
2734,Paratha King,1,0,1
10555,Seafood Dot Grill,1,0,1
3246,Kabab Nation Corner,1,0,1
294,Mast Punjabi,1,0,1
1593,Tiwari's,1,0,1
6455,Ritz,1,0,1
7408,Cafe Iftar,1,0,1
8129,Frozen Bottle,1,0,1
8480,Mojo Pizza - 2X Toppings,1,0,1
5280,Golden Restaurant,1,0,1
12027,Petuk,1,0,1
8390,S.W.A.T Food Truck,1,0,1
11175,Curries And Pickles,1,0,1
2102,Puro Gusto,1,0,1
9006,Jai Bhavani Dhaba,1,0,1
1839,Sri Krishna Veg,1,0,1
11298,The London Shakes,1,0,1
8672,Jeff's - Royal Orchid Hotel,1,0,1
10573,Kitchen Katta,1,0,1
6871,MK Dabbawala,1,0,1
8361,Grow Fit,1,0,1
6940,Andhra Ruchulu,1,0,1
6614,Sunny's,1,0,1
12123,Nandhini Deluxe,1,0,1
5849,Midnight Express,1,0,1
6236,Chung Wah,1,0,1
4731,Wangs Kitchen,1,0,1
6463,This Cafe Has No Name Cafe,1,0,1
931,Sambram Biriyani Paradise,1,0,1
2465,Jashn,1,0,1
6389,Cafe Coffee Day,1,0,1
1994,Kadala Tarangaa,1,0,1
10787,"R Bar - Renaissance Hotel, Bengaluru",1,0,1
10749,Akss - India Reimagined,1,0,1
9776,Jai Jinendra,1,0,1
10220,Casino Hotel,1,0,1
8010,Dal Roti Sabji,1,0,1
3686,Alba - JW Marriott Bengaluru,1,0,1
2844,Ambur Star Biryani,1,0,1
4074,Kaati Zone,1,0,1
2884,Ithaca - The Chancery Pavilion,1,0,1
10658,Fabelle Chocolate Boutique - ITC Windsor,1,0,1
1826,Bakers Day,1,0,1
1236,Mast Kalandar,1,0,1
8957,T4U Cafe,1,0,1
11972,Al-Bek,1,0,1
7626,Enroute,1,0,1
8153,GMT - Gelateria Montecatini Terme,1,0,1
4486,Kakaji,1,0,1
8534,Swing,1,0,1
876,Chefeana,1,0,1
9049,Doctor Juice,1,0,1
740,Cheesiano Pizza,1,0,1
7935,Citrus - The Leela Palace,1,0,1
3582,Fabelle Chocolate Boutique - ITC Gardenia,1,0,1
10947,Rolls On Wheels,1,0,1
6368,Grand Spicy Restaurant,1,0,1
8234,Just Khao Suey,1,0,1
4722,Odisha Kitchen,1,0,1
5194,Bakingo,1,0,1
10189,The Good Bowl,1,0,1
6685,Crumbz Crunches,1,0,1
9147,Desi Grill,1,0,1
6874,Sandesh Sweets & Chats,1,0,1
2205,Lassi Shop,1,0,1
1699,Brews N Bites,1,0,1
179,@Italy,1,0,1
10308,Thanco's Natural Ice Cream,1,0,1
9530,New Udupi Upahara,1,0,1
3789,Faasos,1,0,1
6611,Five Star Chicken,1,0,1
2225,Just Shawarma,1,0,1
9471,Sri Datta Biryani House,1,0,1
11609,Hotel Halli Nenapu,1,0,1
4187,Andhra Biryanis,1,0,1
3988,Nite Out,1,0,1
11710,Kentaky Fast Food,1,0,1
1431,Desi Wok,1,0,1
10293,Ganesh Food Joint,1,0,1
1507,Bhavani Upahara,1,0,1
1069,Shree Guru Raghavendra Chats Chintamani Special,1,0,1
8682,Fish Chain,1,0,1
10038,Sri Basaveshwara U.K Foods,1,0,1
4036,Handi Biryani,1,0,1
10864,FreshMenu,1,0,1
6555,Vijayawada Heights,1,0,1
3589,Anand Sweets and Savouries,1,0,1
5296,New Gongura Grand,1,0,1
360,Lassi Stop,1,0,1
6895,Old Stories,1,0,1
5019,Ghee Biryanis,1,0,1
752,Aramane Donne Biriyani,1,0,1
2326,Juice Junction Food Court,1,0,1
4475,New Udupi Upahar,1,0,1
10320,Break Hour,1,0,1
11466,Hotel Panchami Grand,1,0,1
9786,Happy Plate,1,0,1
11011,Agraharam Meal,1,0,1
7662,Biryani Affair,1,0,1
4233,Sri Rajalakshmi Sweets,1,0,1
5494,Anupam's Coast II Coast,1,0,1
3457,Mel's Korner,1,0,1
4082,HOMMS,1,0,1
5431,Curry Leaves,1,0,1
5481,Hunger Hitman,1,0,1
8215,Chefkraft,1,0,1
7502,Vijayawada Style,1,0,1
6412,KC Das - Sweet Bite,1,0,1
5572,Khan Saab Hotel,1,0,1
3352,BabaYaga's,1,0,1
8965,Hyderabad Biryani,1,0,1
4242,nu.tree,1,0,1
6900,4Foodiez - The Restaurant,1,0,1
1264,Bangalir Rannaghar,1,0,1
4592,Meghana Grand,1,0,1
7435,Just Bake,1,0,1
1950,Drunken Monkey,1,0,1
9457,Black Pepper,1,0,1
159,Canton,1,0,1
3174,Dakshin Biryani & Tiffin,1,0,1
12176,Golden Food Palace,1,0,1
6779,Oasis Restaurant,1,0,1
11149,99Foods,1,0,1
12348,Estia - Aloft Hotel,1,0,1
7561,Hyderabad Biryaani House,1,0,1
11391,Patville,1,0,1
5168,The Paratha Company,1,0,1
8102,Cafe Grill,1,0,1
6135,Chai Point,1,0,1
1781,Hotel Empark,1,0,1
1350,Just Bake,1,0,1
2858,Kitchen On Table,1,0,1
9789,Nightfork,1,0,1
6480,24 Hours Coffee Drop - La Classic,1,0,1
719,The Good Bowl,1,0,1
6391,Rotti Mane,1,0,1
5539,Sai Mango Tree,1,0,1
7380,Bhajanka's Restaurant,1,0,1
4183,Delhi Kitchen,1,0,1
1809,1441 Pizzeria,1,0,1
4171,North Wale Restaurant,1,0,1
10895,Malabar Tasty Restaurant,1,0,1
10845,Pizza Home,1,0,1
8796,Pushpa Darshini,1,0,1
10257,Krispy Kreme,1,0,1
4050,The Bawarchi,1,0,1
8932,Chaai Resto,1,0,1
6623,Yeruva Biriyani,1,0,1
1392,Swad Restaurant,1,0,1
5403,New Kabab Zone,1,0,1
7485,Behrouz Biryani,1,0,1
7149,Vasu Biriyani Paradise,1,0,1
9254,The Urban Roof,1,0,1
11582,FNC Seafood,1,0,1
2977,Infinitea Tea Room & Tea Store,1,0,1
3780,Vishnu Sagar,1,0,1
4985,Gogula's Sweets & Chats,1,0,1
3803,Lemon Rice,1,0,1
4101,Shan-e-Punjabi Express,1,0,1
3747,Page 3 Multicuisine Restaurant & Bar,1,0,1
9267,Eat Well,1,0,1
10416,Nikki's,1,0,1
7215,New Biriyani Darbar,1,0,1
11056,Chopstick Kitchen,1,0,1
6778,NMR Multicuisine Restaurant,1,0,1
3023,Shanthi Sagar,1,0,1
3954,Spice Boulevard,1,0,1
8553,Nakkshatra,1,0,1
11356,Tasty Corner,1,0,1
3085,Bozo's Yum Yums,1,0,1
12028,Andal Mess,1,0,1
10391,Jay Bhavani Vadapav,1,0,1
12170,Foodie,1,0,1
11145,Basaveshwara Khanavali,1,0,1
7513,Nellore Abhiruchi,1,0,1
7209,Kanti Sweets,1,0,1
7604,SaJuSo,1,0,1
5459,Shaap,1,0,1
3042,Kabab Magic,1,0,1
11258,Malgudi Natti Style Hotel,1,0,1
8470,Jumping Beans,1,0,1
391,Anand Sweets and Savouries,1,0,1
4172,Radha Rani,1,0,1
4551,Sree Krishna Kafe,1,0,1
12245,The South,1,0,1
34,Behrouz Biryani,1,0,1
4090,Samosa Singh,1,0,1
3777,Nisarga Garden,1,0,1
832,Ande Ka Funda,1,0,1
4044,Tandoori Junction,1,0,1
7947,Monet's Bistro,1,0,1
2771,Dalchini,1,0,1
10193,Frozenheit?,1,0,1
10046,Mantap Ice Cream,1,0,1
12048,Premium Bombay Kulfi,1,0,1
2196,Punjabi Tadka,1,0,1
9232,Cafe P Square,1,0,1
6429,Halli Mane Food Court,1,0,1
1161,Cupcake Bliss,1,0,1
2322,Wangs Kitchen,1,0,1
9694,Keventers,1,0,1
10651,Oh So Stoned!,1,0,1
4318,Food Point,1,0,1
286,De Thaali,1,0,1
6666,Annapurna Andhra Hotel,1,0,1
786,Punjabi Food Corner,1,0,1
3890,Cake Box,1,0,1
11632,Mouthful,1,0,1
518,SLV Swadishta,1,0,1
2417,Chatorezz,1,0,1
11167,Swadist Restaurant,1,0,1
9181,Dr. Harry's Chick Blast,1,0,1
3932,Mugs N Burgers,1,0,1
10261,Chichaba's Taj,1,0,1
487,A2B Veg - Adyar Ananda Bhavan,1,0,1
8365,Samosa Party,1,0,1
7941,Cup Chronicles Cafe,1,0,1
513,Chickpet Donne Biryani House,1,0,1
11984,Vijayas Biryani Palace,1,0,1
10275,Bhavani Vada Pav,1,0,1
3834,Tibbs Frankie,1,0,1
3624,Sweet Truth,1,0,1
4327,Bengaluru Square,1,0,1
3061,SGS Non Veg - Gundu Pulav,1,0,1
1739,Swathi Deluxe Restaurant,1,0,1
7770,Samosa Express,1,0,1
8743,Ghee Rice Family Restaurant,1,0,1
5826,Khichadiwala,1,0,1
9428,New Ruchi Veg Non Veg,1,0,1
270,Shree Mandarathi Grand,1,0,1
12330,Best Brews - Four Points by Sheraton Bengaluru...,1,0,1
7549,Cha-Cha Cha-Chi,1,0,1
5210,Parika Multicuisine & Coastal Fine Dine,1,0,1
5221,Sagar Fast Food,1,0,1
3149,Goli Vada Pav No. 1,1,0,1
7883,Ambur Chicken Biryani,1,0,1
9452,Sree Ganesh Fruit Juice Center,1,0,1
628,Kalmane Koffees,1,0,1
5931,Food Theory,1,0,1
6682,Meat and Eat,1,0,1
4305,Apsara Ice Cream,1,0,1
6781,Salt And Spice,1,0,1
3705,Riwaz - The Ritz-Carlton,1,0,1
1872,Hotel Ruchi Priya,1,0,1
4086,Pizza Hut,1,0,1
11330,Deepak Paratha Plaza,1,0,1
1434,Andhra Grills,1,0,1
8716,NEW SUNRISE RESTAURANTS,1,0,1
11202,Brewbakes,1,0,1
7043,Unlock - The Restobar,1,0,1
9310,De3 - The Eatery,1,0,1
1118,Aramane Restaurant,1,0,1
3627,Thom's Bakery,1,0,1
1645,Coconut Grove,1,0,1
7287,Patels Inn,1,0,1
10341,Sagar Samrat,1,0,1
10151,Mumbai Bistro,1,0,1
12249,Vijayawada Heights,1,0,1
9614,New Udupi Park Deluxe,1,0,1
10622,Tuckinto,1,0,1
9551,Bite and Pipes,1,0,1
7411,Savera Cafe,1,0,1
1133,California Burrito,1,0,1
3921,Afoozoo - Ginger Hotel,1,0,1
1072,Sri Sankara Cafe,1,0,1
2357,Bombay Kulfi,1,0,1
10640,Sreeraj Lassi Bar,1,0,1
3850,Sweet Chariot Cafe,1,0,1
5486,Lazeez,1,0,1
4825,A2B - Adyar Ananda Bhavan,1,0,1
4058,Ande Ka Funda,1,0,1
8241,Kim Lee Restaurant,1,0,1
8950,Patio - The Resto Cafe,1,0,1
4663,Hasee-E-Shan Makers Of Biryani,1,0,1
1336,Pumpkin Food Workshop,1,0,1
3152,Amande Patisserie,1,0,1
11526,Domino's Pizza,1,0,1
7674,Dakshin Flavors,1,0,1
9296,Paper Cup Cafe,1,0,1
7091,Polar Bear,1,0,1
4131,Waffle Square,1,0,1
2717,Nandhini Deluxe,1,0,1
4897,Toscano,1,0,1
6243,JukeBox,1,0,1
11544,Just Bake,1,0,1
11881,Oogway express,1,0,1
4713,Aashirvaad Restaurant,1,0,1
9044,Foodies Choice,1,0,1
9726,Crave,1,0,1
12112,Curries And Pickles,1,0,1
3573,Eatato Snack Bar,1,0,1
11699,Ambika Biryani Corner,1,0,1
2656,Papacream,1,0,1
6638,Mast Punjabi Spice,1,0,1
3125,Pabrai's Fresh & Naturelle Icecreams,1,0,1
1238,Sultan's Biryani,1,0,1
215,Bella,1,0,1
2379,Southinn,1,0,1
8749,Lassi Magic,1,0,1
10148,Stevie's,1,0,1
8951,Mayonaise,1,0,1
9389,Gold Line Breadz,1,0,1
4717,Daily Sushi,1,0,1
11448,Amma's Pastries,1,0,1
8152,Nizaam's Kaati Rolls & Kebabs,1,0,1
4990,Truly Punjab,1,0,1
1637,Parkview,1,0,1
8037,A 1 Pizza and Food,1,0,1
5045,Sangam Sweets,1,0,1
