restaurant_id,restaurant_name,total_revenue,total_orders,avg_order_value
10791,Hotel Janardhan,1467.17,5,293.43
9941,re:cess - Hilton Bangalore Embassy GolfLinks,1465.27,2,732.64
8768,A2B Veg - Adyar Ananda Bhavan,1464.58,8,183.07
12087,Smoke - The Sizzler House,1463.65,5,292.73
6452,Melange - Hotel Ekaa,1460.12,5,292.02
8613,Masala Dani - The Paul,1459.2,1,1459.2
3446,Pashto,1458.36,3,486.12
2226,Konaseema Kitchen,1454.46,3,484.82
10149,Clean Slate Cafe,1453.24,5,290.65
7915,Urban Tamaasha,1453.03,4,363.26
5149,Gam's Delicacy,1450.03,1,1450.03
6596,Samosa Singh,1449.56,11,131.78
4110,Kritunga Restaurant,1449.43,4,362.36
1740,Ishta Cafe,1449.14,3,483.05
2930,Cafe Mozaic - Taj MG Road Bengaluru,1447.11,1,1447.11
3040,Thai Chy,1446.82,3,482.27
11452,KC Das - Sweet House,1446.23,5,289.25
7286,The Deagh,1443.04,3,481.01
8917,Artville Cafe,1440.61,4,360.15
10540,Kim Lee Restaurant,1440.46,1,1440.46
5561,Magnolia,1440.1,2,720.05
7188,Punjabi Restaurant,1437.4,7,205.34
3166,Carnival de Goa,1435.5,2,717.75
346,Tandoori Bytes,1434.14,3,478.05
2612,Eatsomnia,1427.12,5,285.42
3889,Lakeview Milkbar,1426.32,1,1426.32
10498,Chandus Delux,1425.87,2,712.94
4325,Hyderabad Cuisine Multicuisine Restaurant,1424.03,2,712.02
7170,Mambos Cafe,1423.52,3,474.51
10262,Nesara Mullti - Cuisine Family Dining & Garden...,1422.22,3,474.07
2455,Mighty Paws,1420.78,5,284.16
8909,Churrascaria Brazil,1420.17,4,355.04
4818,Uno Chicago Bar & Grill,1419.57,2,709.79
10095,SLV Delite,1418.5,2,709.25
8481,Milano Ice Cream,1417.37,9,157.49
7247,Asaivam Restaurant,1415.48,2,707.74
5616,Kopper Kadai,1415.18,3,471.73
406,The Spice Saga,1413.45,3,471.15
1117,The Chocolate Room,1409.14,4,352.28
185,Kedia's Fun Food,1407.42,6,234.57
9651,Chintu Chit Chat Centre,1406.48,10,140.65
9594,Kanti Sweets,1403.37,3,467.79
1396,Nandhini Paradise,1402.41,6,233.74
74,Sri Guru Kottureshwara Davangere Benne Dosa,1399.31,10,139.93
2026,English Channel,1398.0,1,1398.0
2894,Northern Gate- Gateway Hotel,1395.15,1,1395.15
9656,S-Aachies Hotel,1394.11,4,348.53
2507,Cafe Mondo,1392.94,4,348.24
10848,Midnight Food Point,1390.39,6,231.73
2527,Cafe Daily Bread,1389.76,2,694.88
7541,Udupi Palace,1385.18,5,277.04
1344,Pallavi North Indian Veg Restaurant,1383.92,5,276.78
11902,The Lakefront Kitchen,1378.76,3,459.59
8989,Rejoice The Taste Of Indore,1378.27,4,344.57
12338,Majlish,1377.26,2,688.63
9909,Rolls On Wheels,1376.71,4,344.18
7799,Krispy Kreme,1372.38,9,152.49
11897,Wood Castle,1371.9,5,274.38
3005,Corner House Ice Cream,1371.08,3,457.03
10003,Hotel Janatha,1370.46,7,195.78
6370,China Hut,1370.36,5,274.07
724,Burger King,1370.08,3,456.69
5487,Aalishan Restaurant & Caterer,1367.69,3,455.9
3084,Marzipan Cafe & Bakery,1367.32,4,341.83
9129,Meghana Biriyanis,1364.0,7,194.86
8675,The Maori - Aurick Boutique Hotel,1363.25,3,454.42
11934,Chef Baker's,1362.61,5,272.52
9247,Night Food Joint,1362.37,5,272.47
2831,Beijing Bites,1359.55,3,453.18
9031,YumYumDilli,1359.5,4,339.88
11444,BOX8- Desi Meals,1359.43,3,453.14
3770,Soul City,1356.89,1,1356.89
7428,McDonald's,1356.47,5,271.29
2832,Kritunga Restaurant,1356.22,1,1356.22
8999,Ovenstory Pizza,1352.96,3,450.99
7341,Maddy's Cafe,1351.25,2,675.63
5914,The ThickShake Factory,1348.2,2,674.1
176,Paradise Premium,1345.9,2,672.95
11242,Navab's,1345.85,2,672.93
8884,Bramhin Tiffins,1345.59,5,269.12
7544,Anjappar,1344.74,3,448.25
10232,Four Seasons Fast Food Center,1344.13,5,268.83
9084,Marhaba,1342.7,5,268.54
10165,Aubree,1342.06,6,223.68
9154,Kesar Sweet Shop And Fast Food,1341.83,3,447.28
4939,YORK St.,1341.32,1,1341.32
756,Birinz,1340.93,3,446.98
2123,Sher-E-Punjab,1340.34,3,446.78
1717,Paratha Junction,1340.05,5,268.01
323,The Krishna Grand Xpress,1338.24,5,267.65
11249,New Prashanth Hotel,1336.37,2,668.19
382,Ragoo's,1334.64,2,667.32
228,RS Shiv Sagar,1332.86,3,444.29
4185,Coastal Hub,1329.67,5,265.93
572,Upahara Darshini,1329.26,5,265.85
3935,Biggies Burger 'n' More,1329.12,3,443.04
7238,BIB - Breakfast in the Box,1326.51,2,663.26
6277,The Golden Spoon Restaurant Meat & Wine,1325.5,1,1325.5
3020,Richie Rich,1325.24,4,331.31
5673,7 Plates,1321.91,2,660.96
11338,Shivas Family Restaurant,1319.85,2,659.93
9243,The ThickShake Factory,1317.21,4,329.3
627,Smoor,1316.68,1,1316.68
7937,20 Char - Sterlings MAC Hotel,1313.69,1,1313.69
3309,The Rice Bowl,1310.17,3,436.72
7095,Domino's Pizza,1309.36,5,261.87
7547,Rolls On Wheels,1309.0,5,261.8
12352,Faasos,1308.11,5,261.62
11036,Not Just Parathas,1307.76,3,435.92
8252,Shaap,1306.35,1,1306.35
10439,New Punjabi Pure Veg Restaurant,1302.54,3,434.18
2166,Al Daaz,1300.29,6,216.72
6620,Esfahan Restaurant,1299.37,2,649.69
2167,Mojo Pizza - 2X Toppings,1299.34,1,1299.34
1705,People Tree Cafe,1299.06,4,324.77
7929,Srinathji's,1298.76,2,649.38
11960,Blue Tokai Coffee Roasters,1298.31,2,649.16
11678,Frozen Bottle,1296.34,3,432.11
2136,New Punjabi Dhaba,1296.22,7,185.17
3286,Vietnamese Kitchen,1293.04,2,646.52
2361,Sichuan,1290.21,3,430.07
342,Magic Meals,1288.96,2,644.48
10913,Aaha Andhra,1285.77,2,642.89
7320,The Sugar Fairy,1285.23,13,98.86
11645,Stoned Monkey,1285.12,6,214.19
11990,Ovenstory Pizza,1283.69,2,641.85
1996,New Modern Hotel,1282.97,5,256.59
6856,Gourmet,1281.98,1,1281.98
10238,Cream Stone,1281.52,3,427.17
8997,Kuttanad Restaurant,1277.54,5,255.51
12331,The Hungry Yeti,1275.82,2,637.91
10643,Keventers,1274.36,3,424.79
7466,Cafe Coffee Day,1271.84,3,423.95
3705,Riwaz - The Ritz-Carlton,1269.61,1,1269.61
5423,Kumarakom,1268.15,4,317.04
8553,Nakkshatra,1267.32,1,1267.32
4062,Domino's Pizza,1266.6,2,633.3
11274,KA 12 - Flavour Of Coorg,1265.24,4,316.31
840,Punjabi Swag,1265.03,4,316.26
10059,Le ChÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂ©ri,1264.2,5,252.84
8896,New Students Corner,1262.58,6,210.43
3422,Manjit Da Dhaba,1262.18,2,631.09
2000,New Shanthi Sagar,1261.67,3,420.56
4994,Behrouz Biryani,1259.49,3,419.83
11529,Kulcha Kulture,1255.03,4,313.76
8031,Hyderabad Biryaani House,1253.55,6,208.92
12075,Kabab Mandra,1251.97,3,417.32
9123,Breezy Cow Bar,1248.65,4,312.16
2024,Brahmin Tiffins & Coffee,1248.3,6,208.05
10892,The Eatery Cafe & Restaurant,1247.29,2,623.65
6555,Vijayawada Heights,1247.12,1,1247.12
1277,Zaika Take Away,1243.55,2,621.78
10061,Sangam Sweets,1236.35,10,123.63
7468,Gold Bean,1236.29,2,618.15
1804,Pop Hop,1234.04,5,246.81
1770,Ice Cream Works,1232.95,6,205.49
11886,Theeram Restaurant,1231.73,6,205.29
8104,HomeDeli Kitchen,1231.1,2,615.55
4211,Leon Grill,1230.73,5,246.15
12114,Calvin's,1230.26,3,410.09
4896,Punjab Bistro,1229.62,2,614.81
10130,Barbecued - By The Orchard,1229.11,3,409.7
7218,Samovar,1228.82,7,175.55
6235,Rajdhani Thali Restaurant,1226.5,2,613.25
11239,Firangi Bake,1224.0,5,244.8
1034,The Chervil,1222.04,3,407.35
6895,Old Stories,1221.76,1,1221.76
1093,On The Nose,1221.2,3,407.07
9724,Vasudev Adiga's,1219.75,3,406.58
6759,Green Family Bar & Restaurant,1217.36,2,608.68
8023,Kunda Biryani,1217.27,1,1217.27
11029,3 Leafs,1212.73,5,242.55
4181,Delhi Walle,1210.92,4,302.73
1779,Grillopia,1210.38,2,605.19
8963,Polar Bear,1207.43,6,201.24
7090,The Daily,1207.14,4,301.78
3200,Airlines Hotel,1205.81,4,301.45
8020,Chowpatty,1205.44,5,241.09
7403,Golden Restaurant,1204.42,1,1204.42
2184,Thalassery Restaurant,1203.8,4,300.95
9955,Y Not Shawarma,1203.73,7,171.96
9148,Zyara,1202.42,2,601.21
1698,Cuppa,1202.11,1,1202.11
3387,Benjarong,1201.92,1,1201.92
8516,Arena - Artisanal Brewkitchen,1201.42,1,1201.42
1811,Hari Super Sandwich,1201.18,6,200.2
10008,Kshatriya's Biriyani House,1200.05,6,200.01
11975,Kitchens@Mahadevpura,1199.02,2,599.51
12320,Pizza Hut,1198.71,5,239.74
8988,New Punjabi Veg Restaurant,1198.2,2,599.1
5458,Bamey's Restro Cafe,1198.0,2,599.0
4059,Satakarni,1197.58,2,598.79
7936,Limelight - Royal Orchid Hotel,1196.16,2,598.08
8854,Shree Manjunatha Bar and Restaurant,1195.57,3,398.52
6409,Sreeraj Lassi Bar,1190.42,6,198.4
2940,Peppa Zzing,1189.95,3,396.65
13,Caf-Eleven,1186.82,3,395.61
7371,Belly Deli,1185.75,4,296.44
3968,Midnight Mania,1184.96,3,394.99
7211,Momoz,1184.94,4,296.24
3954,Spice Boulevard,1182.84,1,1182.84
6541,Hyderabad Magic,1181.41,4,295.35
4447,Dakshin Spice,1180.98,2,590.49
3459,Sidewalk Cafe - Nahar's Heritage Hotel,1180.11,1,1180.11
11315,Cheta's Kitchen,1179.9,5,235.98
5449,Nasi And Mee,1179.45,3,393.15
7726,Dakshin Sagar,1177.59,4,294.4
4949,Cafe D'hide,1177.28,3,392.43
870,Cucumber Town,1176.97,3,392.32
3258,Gokul Kuteera,1176.29,2,588.15
6516,Insomniac's Delight,1174.21,7,167.74
10849,Behrouz Biryani,1173.67,5,234.73
10254,Hotel Kadamba Veg,1172.85,3,390.95
10464,Biryani Day,1172.8,4,293.2
10587,Northwind,1172.62,1,1172.62
10698,New Shanthi Sagar,1172.23,2,586.12
177,Grazers,1171.13,2,585.57
2562,B.M.W - Bhookh Mitaane Wala,1170.26,3,390.09
5013,Bathinda Junction,1169.26,2,584.63
7249,Peace Restaurant,1166.92,3,388.97
205,Castle Rock,1166.29,1,1166.29
6584,Sweet Truth,1165.82,4,291.46
10564,Swaadishta Restaurant,1164.45,1,1164.45
7860,Paratha Plaza,1163.83,4,290.96
1721,Marenahalli Donne Biriyani,1163.22,7,166.17
622,Vaho Kafe & Pressery,1161.32,3,387.11
12388,Purani Dehli,1160.73,2,580.37
1566,Kabab Magic,1160.41,4,290.1
2112,Cafe Thulp,1159.67,2,579.84
9230,Madurai Canteen,1159.39,5,231.88
9293,Biryani Treats,1159.28,1,1159.28
4470,Dhaba Social,1159.15,2,579.58
4184,Nandighosha,1157.03,5,231.41
9097,Hi Seoul,1156.92,3,385.64
7925,The Restaurant - Coorg,1153.69,2,576.85
12278,Just Bake,1153.36,2,576.68
11861,Just Bake,1152.98,5,230.6
3085,Bozo's Yum Yums,1152.49,1,1152.49
3441,Sakae Japanese Restaurant,1151.91,2,575.95
9209,Roll Over,1150.97,3,383.66
7959,Spoonful Of Sugar,1150.53,1,1150.53
7231,Wangs Kitchen,1150.03,3,383.34
6233,Karama Restaurant,1149.44,3,383.15
8458,Eggzotic,1147.6,3,382.53
16,Kirthi's Biryani,1147.19,3,382.4
2884,Ithaca - The Chancery Pavilion,1146.64,1,1146.64
150,KFC,1146.24,6,191.04
11995,Mojo Pizza - 2X Toppings,1145.09,1,1145.09
8864,KC Das - Sai Sweets,1144.91,9,127.21
5671,Entropy Cafe,1144.27,2,572.14
11825,Hot Coffee,1143.22,5,228.64
717,Biryani Durbar,1142.51,2,571.26
10157,TLP Cafe,1140.9,5,228.18
11834,Hare Krishna,1137.95,2,568.98
1186,D View Cafe,1136.92,2,568.46
6254,Burger King,1136.77,3,378.92
4463,Amaravati Authentic Andhra Restaurant,1136.01,2,568.01
1880,The Lounge - Eden Park Restaurants,1135.64,2,567.82
880,McDonald's,1130.47,3,376.82
12143,Hotel Greens,1129.82,1,1129.82
10056,Cinnamon,1129.22,2,564.61
11913,The Dreamy Oven,1127.99,4,282.0
3220,Zaks Mediterranean Cuisine,1125.93,2,562.97
2892,Mint Masala,1124.78,1,1124.78
7224,Crunch Pizzas,1123.45,3,374.48
1215,Vaathsalya Millet Cafe,1122.42,3,374.14
10387,Ujwal Bar & Restaurant,1121.04,1,1121.04
398,Sreeraj Lassi Bar,1120.39,8,140.05
3434,Shaken & Stirred,1119.31,1,1119.31
6366,Aroma Of Asia,1116.13,4,279.03
5317,Mani's Dum Biryani,1113.84,2,556.92
7523,California Burrito,1112.55,6,185.42
9288,Wok N Roll,1110.41,5,222.08
10263,Eggstacy,1110.06,5,222.01
8024,Dindigul Thalappakatti,1107.35,2,553.68
7497,Domino's Pizza,1106.98,6,184.5
9659,Just Bake,1104.36,6,184.06
2287,Domino's Pizza,1102.92,2,551.46
11222,Wok Chow,1102.53,11,100.23
7710,The Alphaa,1101.59,4,275.4
4791,Chef in,1100.9,3,366.97
5614,Banjara Melting Pot,1100.77,1,1100.77
3052,Suryawanshi,1100.13,3,366.71
2939,Wolf'ish,1100.11,3,366.7
5153,Go Italia,1097.54,2,548.77
7478,M.M Restaurant,1097.01,4,274.25
7535,Udupi Bhavan,1095.0,6,182.5
10575,Nomadic Tandoor,1094.87,2,547.44
3195,Kobe Sizzlers,1094.65,2,547.33
10005,Bharathi Refreshments,1093.36,13,84.1
11949,Sri Ganesh Upahar,1092.5,3,364.17
10496,New Shanthi Sagar,1090.99,2,545.5
6681,Akkad Bakkad,1090.86,2,545.43
8095,Pizza Stop,1088.47,3,362.82
5472,Pasta Street,1087.51,3,362.5
7429,Knowhere,1085.9,2,542.95
11308,Brahmins Food Corner,1085.89,4,271.47
2175,Mani's Dum Biryani,1084.42,4,271.11
8908,4 Seasons Restaurant,1084.19,3,361.4
924,Crafted Plate,1081.07,2,540.54
8771,Chat Wala,1080.67,4,270.17
1873,Anupam's Coastal Express,1080.66,5,216.13
10172,Kwatlay Rest-O-Cafe,1080.46,2,540.23
10760,Swathi Restaurant,1077.64,2,538.82
11964,Biggies Burger 'n' More,1074.71,2,537.36
4820,Beijing Bites,1074.65,2,537.33
8552,Regulars Pub & Grub,1074.2,2,537.1
4050,The Bawarchi,1073.07,1,1073.07
11006,Kitchen Of Joy,1072.67,3,357.56
11193,Indira Darshini,1072.14,10,107.21
7813,Shubh Sweets,1071.23,3,357.08
799,Kanti Sweets,1069.69,2,534.85
1882,Mayuri,1069.23,3,356.41
7809,Cakewala,1069.05,5,213.81
2122,eat.fit,1066.82,6,177.8
240,Ugadi,1066.79,2,533.4
11652,Bakers77,1066.65,3,355.55
10194,Mumbai Xpress,1066.17,4,266.54
279,Prems Graama Bhojanam,1064.96,5,212.99
9317,The Second Wife,1064.65,2,532.33
6566,India Garden,1063.07,6,177.18
2890,Cafe Treat - The Pride Hotel,1060.06,1,1060.06
8753,Ibaco,1059.21,4,264.8
6551,Eat N Meet,1058.92,2,529.46
8071,Cream Stone,1058.69,7,151.24
4258,@ Biryani Central,1058.17,1,1058.17
8009,FreshMenu,1056.6,3,352.2
6375,Painted Platters,1052.55,5,210.51
11233,New Punjabi Pure Veg Restaurant,1051.84,4,262.96
6454,Spotlight - The Golden Tulip,1051.42,3,350.47
1720,Krispy Kreme,1049.81,5,209.96
11273,Ibaco,1049.63,6,174.94
2182,KFC,1049.19,2,524.6
41,McDonald's,1048.7,6,174.78
7751,Cream Chemistry,1047.92,2,523.96
374,New Rajadhani Spicy,1047.06,2,523.53
11860,Bangalore Agarwal Bhavan,1045.66,5,209.13
336,Nandhanu's Rasoi,1045.33,4,261.33
9546,Al-Badia Restaurant,1045.16,2,522.58
7035,The Chameleon,1044.97,1,1044.97
265,New Prashanth Hotel,1043.9,2,521.95
6648,New Food Magic,1042.83,3,347.61
6897,Mast Kalandar,1039.98,3,346.66
4987,La Pino'z Pizza,1039.79,3,346.6
7094,McDonald's Play Place,1039.38,3,346.46
2106,Delitz Creamvilla Cafe,1038.01,1,1038.01
566,Hotel Dwarka,1037.76,5,207.55
12193,Hunger Genie,1035.29,4,258.82
9779,Ande Ka Funda,1034.84,2,517.42
3345,Fat Buddha,1034.14,2,517.07
5239,30 Square,1034.11,2,517.06
7356,Meat And Eat,1032.61,2,516.31
795,Bathinda Junction,1032.47,3,344.16
1238,Sultan's Biryani,1032.26,1,1032.26
451,Steaming Mugs,1031.57,2,515.79
11522,AutoExpress - Hot Dogs,1031.32,4,257.83
7033,A2B - Adyar Ananda Bhavan,1030.29,3,343.43
8799,Pappu Chaiwalla,1029.66,7,147.09
1485,Thirsty Tiger,1029.42,1,1029.42
11532,Dashabhuja Kitchen & Catering,1029.1,3,343.03
1993,Pizza Hut,1028.19,2,514.1
6641,Karaikudi Restaurant,1026.97,4,256.74
5047,Sardarji Ka Dhaba,1025.9,4,256.48
11296,Sholay - The Barbeque,1025.33,1,1025.33
7816,Just Bake,1025.15,3,341.72
9178,Chaat Street,1024.87,8,128.11
7935,Citrus - The Leela Palace,1023.59,1,1023.59
5602,Hungry Lee,1023.11,3,341.04
11297,Cubbonpete Donne Biryani,1022.37,5,204.47
3695,RS Shiv Sagar,1022.18,3,340.73
4965,Tella Tales,1022.16,1,1022.16
4482,Puchkas,1021.42,5,204.28
10500,Navrang Kabab Korner,1020.92,3,340.31
972,Chaat Chatore,1020.05,2,510.03
8527,Bologna,1019.21,3,339.74
3327,Bangalore Mandarin,1019.01,2,509.51
1725,Tummy Fuel,1016.8,5,203.36
7802,Balle-Licious Kitchen,1013.05,3,337.68
11607,Sri Durga Chats and Juice,1012.23,9,112.47
5553,Tandoor Hut,1012.05,2,506.03
5010,Shree Muthahalli Veg,1011.58,5,202.32
7963,Django,1010.18,2,505.09
10444,Sindh Kitchen,1009.77,2,504.89
3686,Alba - JW Marriott Bengaluru,1009.72,1,1009.72
6691,Foodie Nation,1009.14,1,1009.14
9200,Mani's Dum Biryani,1008.49,3,336.16
2355,Nanda's,1008.35,3,336.12
5386,Tibetan Mother's Kitchen,1008.02,2,504.01
697,Andhra Kitchen,1007.78,3,335.93
10479,Punjab Mail,1007.41,3,335.8
7964,Tata Cha,1007.0,4,251.75
2292,InnerChef,1005.7,2,502.85
11271,Cream Chemistry,1005.01,4,251.25
10746,Pebble,1004.8,3,334.93
9989,Baskin Robbins,1004.39,7,143.48
9102,A2B - Adyar Ananda Bhavan,1004.22,3,334.74
4450,Chef Baker's,1003.62,1,1003.62
4123,Ovenstory Pizza,1003.06,2,501.53
6408,Keventers,1002.88,4,250.72
3137,Hoppipola,1002.72,2,501.36
11120,Le Jardin By Bhagini,1002.27,2,501.14
9855,Polar Bear,1001.68,5,200.34
8003,Delite Chaat House,1000.63,3,333.54
641,TAB - Take A Break,998.91,3,332.97
6583,NY Pizza & Waffles,998.02,4,249.51
4081,Foodism,996.89,6,166.15
8971,Matru Sagar,996.08,6,166.01
519,New Sagar Fast Food,995.75,2,497.88
1959,Amma's Pastries,995.6,2,497.8
2439,Cooking Mom,995.15,2,497.58
6145,Kabab Magic,994.39,3,331.46
10017,The Lobby Lounge - Shangri-La Hotel,993.94,2,496.97
9684,Fetchpod Cafe,992.23,1,992.23
95,Ayda Persian Kitchen,989.31,1,989.31
6426,Gangotree,987.81,4,246.95
808,Marwa Restaurant,986.92,3,328.97
768,Rajdhani Thali Restaurant,986.1,3,328.7
12315,Sri Udupi Park,985.97,4,246.49
3933,Refresh,984.32,4,246.08
7240,Calicut Restaurant,984.28,6,164.05
4703,Kaafi Desi,982.01,4,245.5
11415,Atithi Satkar,981.66,5,196.33
11896,Home Tiff-INN's,980.94,4,245.24
9945,99 Variety Dosa & Pav Bhaji,980.48,5,196.1
10250,New Golden Emperor,979.62,3,326.54
12348,Estia - Aloft Hotel,978.54,1,978.54
9499,Amma's Pastries,977.05,4,244.26
10187,Prakriti Delux,975.07,2,487.53
9093,Hotel Little Imperial,974.76,4,243.69
6981,Village Palace,974.19,2,487.09
11215,Faasos,972.25,3,324.08
4572,Treat,970.97,1,970.97
6636,The Mirchi,970.48,1,970.48
10128,Sukh Sagar Food Court,967.77,3,322.59
1727,Kanti Sweets,967.05,3,322.35
2986,Kerala Pavilion,965.9,2,482.95
11989,Faasos,965.35,2,482.68
7589,Saahib,963.78,2,481.89
9246,Hotel The Shack,960.75,1,960.75
7426,Subway,958.7,2,479.35
9774,Juicemaker,958.37,4,239.59
10234,The Egg Factory,955.5,3,318.5
11026,Coorg Diaries,952.73,5,190.55
396,Upahara Darshini,952.64,5,190.53
7388,Anand Sweets and Savouries,951.45,2,475.73
675,BOX8- Desi Meals,951.12,4,237.78
8396,Suchithra Biryani House,948.56,2,474.28
10487,Kusum Restaurant,947.2,2,473.6
6465,She Brews,947.01,3,315.67
6565,Firangi Bake,946.47,2,473.24
2977,Infinitea Tea Room & Tea Store,946.11,1,946.11
1958,Corner House Ice Cream,944.96,6,157.49
6606,Parampara - The Veg Kitchen,943.43,5,188.69
4733,Brooks 37,943.34,2,471.67
689,FreshMenu,942.67,5,188.53
7405,Gallops,942.59,1,942.59
6560,Barbeque Delight,942.05,5,188.41
4726,Sri Lakshmi Vaibhav,941.63,2,470.82
8959,Urban Bakes & Cafe,939.4,2,469.7
753,Mani's Dum Biryani,938.3,2,469.15
5152,Domino's Pizza,937.99,1,937.99
10235,Messy Eats,936.44,2,468.22
8794,Sri Raghavendra Davanagere Benne Dose Hotel,935.62,5,187.12
3689,Capri Gastrobar,934.92,2,467.46
10753,Starbucks,934.57,2,467.29
1400,Waah Biryani,934.45,3,311.48
6240,Bulls N Bears - Bar Trade Xchange,933.68,1,933.68
794,Grills & Rolls,933.6,5,186.72
5039,Savoury - Sea Shell Restaurant,932.88,1,932.88
3146,Foodhall,932.1,1,932.1
9083,Ammi's Biryani,931.83,2,465.91
12113,Biryani House,931.38,2,465.69
11035,Venad Kitchen,929.94,2,464.97
8483,Natural Ice Cream,928.06,4,232.02
10759,Chung Wah,925.97,1,925.97
7425,Faasos,925.9,3,308.63
10497,Iyer Mess,922.56,6,153.76
2092,Flavours - Octave Hotel & Spa,922.05,2,461.03
1816,Shyvan Restaurant,921.36,3,307.12
5326,Gyani Da Punjabi Dhaba,920.92,2,460.46
5273,Bonum cibum,919.89,1,919.89
1406,Royal Chef Naati Oota,917.41,3,305.8
4950,Krazy Factory,915.54,2,457.77
8730,Cariocake,915.22,5,183.04
9579,Pecos Mojo,915.1,1,915.1
9790,The Breakfast Truck,915.1,2,457.55
2911,BISO - Citrus Hotels,914.94,1,914.94
6668,BIB - Breakfast in the Box,914.85,2,457.43
512,Messy Bowl,914.34,3,304.78
1104,Baba Ka Dhaba,914.21,3,304.74
9374,Twins,912.55,3,304.18
11278,Pizza Stop,911.6,3,303.87
6534,Salted Chilli,910.93,2,455.47
5428,Pipabu,910.18,2,455.09
271,Mojo Pizza - 2X Toppings,909.65,2,454.83
6547,Pizza Republic,909.4,4,227.35
3118,Taco Bell,906.77,1,906.77
9695,Firangi Bake,905.17,2,452.59
7045,New Punjabi Food Corner,904.44,2,452.22
9602,Sri Devi Sagar,904.32,3,301.44
1842,Desi Rasoi,902.7,6,150.45
12358,Squeez Juice Bar,902.52,5,180.5
11711,Namana Restaurant,902.16,4,225.54
11997,Firangi Bake,900.96,2,450.48
481,Sri Venkateshwara Sweet Meat Stall,900.87,2,450.44
3701,Smaaash,900.87,2,450.44
5520,Narmadha's Hyderabad Biriyani,897.84,2,448.92
1169,Willys Top Cafe,897.54,2,448.77
12127,Lot Like Crepes & Cafe,897.04,1,897.04
10877,Hotel Crossroads,894.41,3,298.14
9266,Marakachi,893.71,2,446.86
2995,Dunkin' Donuts,892.89,4,223.22
6521,Sri Pillaiyar Bhavan,892.19,4,223.05
8924,Brew Bakes Cafe,889.04,2,444.52
11611,Nisarga,888.62,4,222.16
7771,Grow Fit,886.59,1,886.59
4204,Mani's Dum Biryani,886.23,2,443.12
8587,Subway,885.79,1,885.79
5775,Keep It Straight Cafe,885.66,1,885.66
8789,California Burrito,884.94,5,176.99
4521,Konaseema Grand,883.71,2,441.86
2785,Spicy Punjabi Pharatha,883.62,1,883.62
6526,Subway,882.21,3,294.07
10221,South Idlis,880.69,2,440.35
459,Cafe Ajfan,879.08,2,439.54
11689,Biriyani Adda,878.68,4,219.67
11439,Kusum Rolls,878.67,4,219.67
3906,Bufferia,876.32,1,876.32
1159,Nite Out,875.98,2,437.99
770,New Kabab Zone,875.42,3,291.81
3035,Xpress Biryani,875.37,1,875.37
10866,Kolkata Biriyani,875.34,6,145.89
4245,Barkaas,875.01,2,437.51
8572,KFC,873.93,5,174.79
8406,Bengaluru House,873.71,1,873.71
4592,Meghana Grand,872.92,1,872.92
9042,Biryani Hub,872.9,2,436.45
2214,The Nosh House,872.73,2,436.37
11864,Domino's Pizza,872.24,3,290.75
10943,Spice Affair,870.97,2,435.49
6411,Sri Rama Vilas Sweets,870.29,5,174.06
6740,Punjab Calling,869.62,1,869.62
4560,The Big Grill,869.39,1,869.39
291,Desi Dawat,869.28,2,434.64
7952,Third Wave Coffee Roasters,868.87,2,434.43
6259,Taco Bell,868.12,3,289.37
1342,Malhar Maharashtrian Cuisine,868.0,3,289.33
11599,Mangalore Kitchen,867.85,3,289.28
11132,Pizza Hut,867.59,1,867.59
8175,Drunken Monkey,866.95,2,433.48
11677,Chickpet Donne Biryani House,865.84,5,173.17
6466,Rags on Fire,865.81,2,432.91
1061,Pika's Kitchen,864.97,1,864.97
6545,Foodies Express,864.44,3,288.15
886,Shagun Sweets & Foods,863.96,2,431.98
3985,Tandoor Box,863.88,1,863.88
8281,Frootality,861.9,1,861.9
2091,RRoyal Rajasthan,861.0,3,287.0
8137,Mood For Food,860.87,1,860.87
10493,Beijing Bites,859.79,2,429.9
7961,Tea Brew,858.7,3,286.23
11227,Lassi Shop,858.46,6,143.08
18,360 Atoms Restaurant And Cafe,857.96,1,857.96
6459,Bamboo Shades,857.39,1,857.39
565,Zephyr,855.01,2,427.51
4790,Chai Point,854.55,2,427.28
2289,Shake It Off,854.34,1,854.34
7811,Amma's Pastries,852.33,3,284.11
9948,Juicy Momos,852.27,4,213.07
1718,SL Vadapav,850.16,3,283.39
4285,East Delicious,847.88,3,282.63
10426,AQNI,846.01,1,846.01
4300,The Dhaba,845.77,1,845.77
805,Chung Wah,844.75,2,422.38
11610,Navab's,844.16,2,422.08
9254,The Urban Roof,841.31,1,841.31
2772,BG's Poolside Bar & Grill,840.47,1,840.47
1767,Jayanagara Donne Biryani,840.22,3,280.07
3291,Meaza Ginger Multi Cuisine Restaurant,839.62,1,839.62
11253,Aditya Delights,839.04,4,209.76
10875,Royal Biriyani House,836.93,3,278.98
3359,The Konkan - Seafood Restaurant,836.76,1,836.76
6468,Chef Baker's,834.95,2,417.48
8750,Parivaar,834.82,2,417.41
9131,Hungry Vihaari,834.68,1,834.68
5158,Fattoush,832.66,3,277.55
11541,Good Meals,831.77,2,415.89
11123,Chiller's Nation - Iris Inn,831.39,1,831.39
2882,Puran da Dhaba - The Pride Hotel,831.24,1,831.24
